point_index,x,x_rot,x_0,x_0_rot,x_proj,y,y_rot,y_0,y_0_rot,y_proj,z,z_rot,z_0,z_0_rot,z_proj,u,u_rot,v,v_rot,w,w_rot,Crosshead,Force,g,h,Element
16,-33.604,3.7003840630659752,-32.988623,12.51878439842821,12.51878439842821,178.813,-8.646957029042223,180.51887,-8.023426849196145,-6.0,-50.0221,375.9159300464668,-41.196290000000005,377.6567984803515,377.6567984803515,-0.615377,-8.818400335362234,-1.70587,-0.6235301798460727,-8.82581,-1.7408684338846274,-4.46114,-8.07793,-0.49323767066447916,0.0627193921405933,243.0
17,-33.7804,10.320405825094042,-33.350849,18.122585596909467,18.122585596909467,202.071,-8.703693873436176,204.05686,-8.26446577626039,-6.0,-43.3013,399.20341449676357,-35.490489999999994,401.22083153530286,401.22083153530286,-0.429551,-7.802179771815422,-1.98586,-0.43922809717578465,-7.81081,-2.0174170385392545,-4.46114,-8.07793,-0.47587594387203047,-0.5116673858788545,332.0
19,-33.371,2.937441650571799,-32.71031,11.99119813103728,11.99119813103728,173.656,-8.440544588673372,175.33092,-7.771879275182876,-6.0,-50.8074,370.75444312116326,-41.74637,372.46514668862454,372.46514668862454,-0.66069,-9.053756480465474,-1.67492,-0.6686653134904956,-9.06103,-1.7107035674613102,-4.46114,-8.07793,-0.6831672074889195,-0.0139413245501828,242.0
28,-33.5177,14.471505679682366,-33.092737,22.24457307845894,22.24457307845894,202.345,-8.439888374475625,204.53,-8.0042173205802,-6.0,-39.149,399.4940308357293,-31.36644,401.7104847293101,401.7104847293101,-0.424963,-7.7730673987765755,-2.185,-0.43567105389542726,-7.78256,-2.2164538935807423,-4.46114,-8.07793,-0.9919457561887318,-0.31580610827595595,416.0
29,-33.4451,7.88089427873571,-32.851952999999995,16.804831921385713,16.804831921385713,176.634,-8.499624378349207,178.53146999999998,-7.897341898401212,-6.0,-45.851,373.75421971639116,-36.91882,375.68725922383294,375.68725922383294,-0.593147,-8.923937642649998,-1.89747,-0.6022824799479946,-8.93218,-1.9330395074417348,-4.46114,-8.07793,-0.9502720110212532,-0.7250963104668244,327.0
32,-33.2033,7.098757223200948,-32.561465999999996,16.255904556712316,16.255904556712316,171.476,-8.284415804267343,173.3464,-7.633604033366822,-6.0,-46.6555,368.59160421706116,-37.490230000000004,370.4983321172388,370.4983321172388,-0.641834,-9.157147333511368,-1.8704,-0.6508117709005236,-9.16527,-1.9067279001776494,-4.46114,-8.07793,0.8521148234978463,-0.8006671531044731,242.0
33,-33.6029,14.04658165890904,-33.155209,22.16747997036478,22.16747997036478,194.797,-8.564048416466083,196.96537,-8.10576125492084,-6.0,-39.6066,391.94466095222384,-31.476280000000003,394.14587362912107,394.14587362912107,-0.447691,-8.120898311455738,-2.16837,-0.4582871615452469,-8.13032,-2.2012126768972466,-4.46114,-8.07793,0.9803005923372442,0.658349451648428,330.0
36,-33.4517,13.451322393301695,-32.979021,21.79757862124177,21.79757862124177,189.711,-8.43908048204953,191.85451,-7.95595071689176,-6.0,-40.2239,386.85532243229534,-31.86833,389.032521930773,389.032521930773,-0.472679,-8.346256227940078,-2.14351,-0.4831297651577696,-8.35557,-2.1771994984776035,-4.46114,-8.07793,0.8471347749947865,0.6130087723091947,329.0
37,-33.2253,6.498208537972339,-32.50035,15.992232527813044,15.992232527813044,163.82,-8.345921645750881,165.66688,-7.612141357674101,-6.0,-47.2892,360.9331477807423,-37.78716,362.8173850753683,362.8173850753683,-0.72495,-9.494023989840704,-1.84688,-0.7337802880767785,-9.50204,-1.8842372946260633,-4.46114,-8.07793,0.7571936524634766,0.1269540301473171,240.0
39,-33.2871,6.380213995790868,-32.533065,15.983584820941651,15.983584820941651,161.277,-8.420849106996076,163.1204,-7.658010257303218,-6.0,-47.4182,358.38996620737134,-37.80683,360.27104673465647,360.27104673465647,-0.754035,-9.603370825150783,-1.8434,-0.7628388496928572,-9.61137,-1.881080527285108,-4.46114,-8.07793,0.7540805028949716,-0.8915813061374138,240.0
41,-33.2062,12.50771133123579,-32.685847,21.192354997511295,21.192354997511295,182.053,-8.233074897679383,184.16278,-7.702470998226662,-6.0,-41.2007,379.1919985259672,-32.50689,381.33668710562023,381.33668710562023,-0.520353,-8.684643666275505,-2.10978,-0.5306038994527166,-8.69381,-2.14468857965301,-4.46114,-8.07793,0.6292520916249822,-0.46532515775190864,328.0
43,-33.3408,18.727456908062727,-32.880982,26.41592857235592,26.41592857235592,202.605,-8.26196179468442,205.01400999999998,-7.790272737183443,-6.0,-34.8919,399.7715445151621,-27.19297,402.2114611427065,402.2114611427065,-0.459818,-7.688471664293191,-2.40901,-0.4716890575009817,-7.69893,-2.4399166275444997,-4.46114,-8.07793,0.5097302082064658,-0.11541554291738976,416.0
45,-32.7494,4.660114576524073,-31.849106000000003,14.729409238357846,14.729409238357846,150.876,-7.936760281898064,152.65377,-7.028037822756936,-5.493800008214613,-49.1834,347.97878131111804,-39.1064,349.79549396843686,349.87220585916396,-0.900294,-10.069294661833776,-1.77777,-0.9087224591411339,-10.077,-1.816712657318879,-4.46114,-8.07793,0.35769498374830627,0.948886128508603,237.0
46,-33.3108,18.5025340733224,-32.881222,26.36677058791769,26.36677058791769,200.117,-8.244798459764151,202.49381,-7.803528318383062,-6.0,-35.1276,397.2824254477778,-27.253040000000002,399.691059508924,399.691059508924,-0.429578,-7.864236514595286,-2.37681,-0.44127014138108794,-7.87456,-2.408634061146222,-4.46114,-8.07793,0.492033475382565,0.8764238035696054,415.0
48,-33.2449,11.980356856784127,-32.670632,21.000547322535297,21.000547322535297,174.444,-8.3110431206435,176.53651,-7.726638929013028,-6.0,-41.761,371.5809451180178,-32.73172,373.7095381704684,373.7095381704684,-0.574268,-9.020190465751167,-2.09251,-0.5844041916304665,-9.02928,-2.128593052450604,-4.46114,-8.07793,0.560200638119088,0.48381526818736803,326.0
49,-32.5447,3.8794687720924657,-31.557426,14.177698885179055,14.177698885179055,145.673,-7.758883790343599,147.42092,-6.7633535970153105,-5.2319556203438875,-49.9866,342.77136411752264,-39.680800000000005,344.55876883715007,344.6353387359836,-0.987274,-10.298230113086593,-1.74792,-0.9955301933282911,-10.3058,-1.7874047196274485,-4.46114,-8.07793,0.1840167447753645,0.8541392586536929,236.0
50,-33.1565,11.64427839928971,-32.56011,20.780999729929192,20.780999729929192,171.878,-8.235875302397577,173.95899999999997,-7.629417469146787,-6.0,-42.1082,369.0130433336936,-32.96244,371.1305167311116,371.1305167311116,-0.59639,-9.13672133063948,-2.081,-0.6064578332507896,-9.14576,-2.117473397418021,-4.46114,-8.07793,0.48116271440165315,-0.5477933075553665,326.0
52,-33.0764,11.323786007625756,-32.455508,20.572642501557908,20.572642501557908,169.315,-8.168993026236269,171.38125,-7.538117996262635,-6.0,-42.4398,366.44825190686987,-33.18197,368.5513343325056,368.5513343325056,-0.620892,-9.248856493932154,-2.06625,-0.6308750299736373,-9.25783,-2.103082425635729,-4.46114,-8.07793,0.40615336209446784,0.4205337330022303,325.0
54,-33.0162,11.028887130939431,-32.371863999999995,20.390812744490866,20.390812744490866,166.753,-8.122007208076969,168.80818,-7.467754025537445,-6.0,-42.7458,363.88467410780487,-33.37495,365.97705505714816,365.97705505714816,-0.644336,-9.36192561355143,-2.05518,-0.6542531825395212,-9.37085,-2.0923809493432635,-4.46114,-8.07793,0.3406939949566612,-0.6091779771407346,325.0
56,-32.12,2.2360785719860914,-30.924739999999996,12.99389288946584,12.99389288946584,135.221,-7.38806258374143,136.9069,-6.184903487573138,-4.705700054105226,-51.6753,332.3100953741151,-40.9102,334.0363958573304,334.11035602900375,-1.19526,-10.757814317479754,-1.6859,-1.2031590961682956,-10.7651,-1.7263004832152185,-4.46114,-8.07793,-0.19819685288541303,0.6441460475646943,234.0
57,-32.0178,1.8237316315724712,-30.76679,12.700922276482679,12.700922276482679,132.602,-7.299363114018927,134.27125,-6.0405495880016815,-4.573781226060234,-52.099,329.68879225564024,-41.2146,331.3986716925101,331.4720101106072,-1.25101,-10.877190644910208,-1.66925,-1.2588135260172477,-10.8844,-1.7098794368698924,-4.46114,-8.07793,-0.29309222956978914,-0.4111923503600207,234.0
58,-33.1714,10.857699144210734,-32.477053999999995,20.437906433499407,20.437906433499407,161.689,-8.303352842191995,163.73981,-7.599129017317537,-6.0,-42.9389,358.8207547236476,-33.34979,360.9094525011885,360.9094525011885,-0.694346,-9.580207289288673,-2.05081,-0.7042238248744626,-9.58911,-2.0886977775408706,-4.46114,-8.07793,0.3576478925387118,-0.6362189995245899,324.0
59,-33.3122,17.429125624799482,-32.840892999999994,25.98136662843164,25.98136662843164,184.993,-8.324248940536211,187.32663,-7.841524214971535,-6.0,-36.2665,382.1538446492656,-27.704120000000003,384.5220624142777,384.5220624142777,-0.471307,-8.552241003632162,-2.33363,-0.4827247255646786,-8.56238,-2.3682177650120506,-4.46114,-8.07793,0.3532891599221113,0.8088249657110738,412.0
60,-33.1108,10.551330721546705,-32.386939,20.24697293106668,20.24697293106668,159.12,-8.256002344217595,161.15853,-7.522335873244266,-5.920793959975783,-43.2564,356.25012522168197,-33.55191,358.32689040715604,358.40696750281944,-0.723861,-9.695642209519974,-2.03853,-0.7336664709733313,-9.70449,-2.0767651854740183,-4.46114,-8.07793,0.3008154542009018,0.36279589060079,323.0
61,-31.6584,0.4714961382099574,-30.20815,11.688811089101904,11.688811089101904,124.699,-6.9806945383780565,126.32012999999999,-5.522917366784878,-4.17555015498762,-53.4855,321.7781114984233,-42.2612,323.44031455687923,323.5076829174691,-1.45025,-11.217314950891952,-1.62113,-1.45777717159318,-11.2243,-1.6622030584559895,-4.46114,-8.07793,-0.6333130104411973,0.4030764788901603,232.0
63,-32.7664,9.591613031385066,-31.976401999999997,19.52104855920669,19.52104855920669,153.914,-7.938429994315335,155.91576999999998,-7.138834566339035,-5.658057286285555,-44.2387,351.038210909584,-34.300580000000004,353.07888690117977,353.15292576518243,-0.789998,-9.92943552782162,-2.00177,-0.7995954279762981,-9.93812,-2.0406759915957715,-4.46114,-8.07793,0.07608236777514872,0.2611785055348464,322.0
65,-33.1089,16.55703622560808,-32.592337,25.447552962456406,25.447552962456406,177.352,-8.160360252224653,179.65455,-7.632565662098322,-6.0,-37.1717,374.5080483888663,-28.27118,376.84641723300695,376.84641723300695,-0.516563,-8.890516736848328,-2.30255,-0.5277945901263286,-8.90052,-2.3383688441406543,-4.46114,-8.07793,0.1611177775420859,-0.26143310679722165,411.0
66,-32.5283,8.7810274254701,-31.663565000000002,18.94167620951886,18.94167620951886,148.721,-7.727100078642341,150.69315,-6.852938733100984,-5.396653046807523,-45.0718,345.84049147963594,-34.90260000000001,347.85216264688717,347.92497693120185,-0.864735,-10.160648784048764,-1.97215,-0.8741613455413585,-10.1692,-2.011671167251197,-4.46114,-8.07793,-0.09769626289225014,0.169998836326077,321.0
68,-32.4224,8.391785371168844,-31.517715000000003,18.668002937067996,18.668002937067996,146.124,-7.634588713282806,148.08089999999999,-6.720565213628866,-5.2659395267659646,-45.4723,343.24126920476255,-35.187599999999996,345.2379844608703,345.31071574521343,-0.904685,-10.276217565899154,-1.9569,-0.9140234996539381,-10.2847,-1.996715256107767,-4.46114,-8.07793,-0.1789386881300417,-0.8757056472611564,321.0
69,-33.058,16.096461713257334,-32.505468,25.210881240800333,25.210881240800333,172.267,-8.135695756831904,174.55304999999998,-7.572034414902369,-6.0,-37.6543,369.42081124258175,-28.52995,371.7434638430816,371.7434638430816,-0.552532,-9.114419527543001,-2.28605,-0.5636613419295408,-9.12435,-2.3226526004998616,-4.46114,-8.07793,0.0759166393550051,-0.30261446276736026,410.0
70,-32.2902,7.95479825228788,-31.337614,18.34179168803547,18.34179168803547,143.515,-7.515836165327631,145.4552,-6.554006754434091,-5.134441462235824,-45.9206,340.6297043632166,-35.5252,342.6099518828555,342.6809301474654,-0.952586,-10.38699343574759,-1.9402,-0.9618294108935378,-10.3954,-1.9802475196389162,-4.46114,-8.07793,-0.280635278598292,0.07237993838491558,320.0
71,-33.0255,15.853786076065688,-32.454603,25.082530023057682,25.082530023057682,169.722,-8.116325603474483,171.99795,-7.534360122912236,-6.0,-37.908,366.87460261409603,-28.66937,369.18755540971864,369.18755540971864,-0.570897,-9.228743946991992,-2.27595,-0.5819654805622476,-9.23863,-2.312952795622636,-4.46114,-8.07793,0.02971057061620067,0.6750221638874564,409.0
72,-33.1665,22.281659424832455,-32.749851,30.479743866416026,30.479743866416026,192.9,-8.138062010036887,195.44719,-7.708865169560326,-6.0,-31.3797,390.08107247491233,-23.17055,392.6615982461815,392.6615982461815,-0.416649,-8.198084441583571,-2.54719,-0.42919684047656526,-8.20915,-2.580525771269177,-4.46114,-8.07793,-0.027290480995040632,0.06463929847259352,498.0
73,-32.9255,15.504908855005127,-32.333179,24.84794937921087,24.84794937921087,167.156,-8.029556995125308,169.41911000000002,-7.426242569383401,-6.0,-38.268,364.30658548080874,-28.91513,366.607082558099,366.607082558099,-0.592321,-9.343040524205746,-2.26311,-0.6033144257419141,-9.35287,-2.300497077290298,-4.46114,-8.07793,-0.054737785581801965,-0.3571669767603908,409.0
74,-31.0412,-2.48632249767315,-29.05599,9.55007444848249,9.55007444848249,106.2,-6.458849216179836,107.71991,-4.466702550761681,-3.2443413820053806,-56.5235,303.2631885336958,-44.480599999999995,304.8249549170066,304.88607297544445,-1.98521,-12.036396946155634,-1.51991,-1.9921466654181539,-12.0429,-1.5617663833107802,-4.46114,-8.07793,0.6401816455872527,0.9544299429604861,144.0
75,-32.8545,15.199006791237245,-32.241330000000005,24.656947423781748,24.656947423781748,164.595,-7.971765342805167,166.84675,-7.3476693631696115,-6.0,-38.585,361.7439042368679,-29.11728,364.0334311739333,364.0334311739333,-0.61317,-9.457940632544503,-2.25175,-0.624095979635549,-9.46772,-2.2895269370654385,-4.46114,-8.07793,-0.12349793945505508,0.6133724695733236,408.0
76,-30.9724,-2.8923081844409992,-28.896720000000002,9.251736543514674,9.251736543514674,103.543,-6.403746076285433,105.05365,-4.321186402116766,-3.1108926357933897,-56.941,300.60408566538973,-44.7905,302.15659081309417,302.21710550141034,-2.07568,-12.144044727955677,-1.51065,-2.0825596741686643,-12.1505,-1.5525051477044458,-4.46114,-8.07793,0.5347273642382278,-0.11315705408478247,144.0
77,-31.8801,6.352811005541234,-30.72845,17.20369324551327,17.20369324551327,133.085,-7.159504169783119,134.96191000000002,-5.998974615537829,-4.6092913356017675,-47.5678,330.1906902391222,-36.7088,332.1086282605071,332.17811242450387,-1.15165,-10.850882239972039,-1.87691,-1.1605295542452874,-10.859,-1.9179380213849024,-4.46114,-8.07793,-0.6292291530312091,-0.12874733514854708,318.0
78,-32.9438,15.13382251332154,-32.30733,24.700105364262303,24.700105364262303,162.072,-8.0740930170257,164.32121,-7.42671846842104,-6.0,-38.6611,359.2210933307953,-29.085049999999995,361.50842903383943,361.50842903383943,-0.63647,-9.566282850940762,-2.24921,-0.6473745486046629,-9.57605,-2.2873357030440764,-4.46114,-8.07793,-0.10796120517592964,-0.39662838646422643,408.0
79,-33.2449,21.87261426043262,-32.803235,30.40763404463594,30.40763404463594,185.357,-8.255397485338175,187.89585,-7.80125293767281,-6.0,-31.8214,382.53673619746655,-23.275350000000003,385.1102517199412,385.1102517199412,-0.441665,-8.535019784203323,-2.53885,-0.4541445476653617,-8.54605,-2.5735155224746555,-4.46114,-8.07793,-0.053250276433825634,-0.9558993120235301,497.0
80,-33.0077,15.03247565658127,-32.346227999999996,24.704345851389395,24.704345851389395,159.541,-8.15105968796539,161.78653,-7.478710278895708,-5.953265686631764,-38.7734,356.6899946450317,-29.09178,358.97397839666553,359.05025062627874,-0.661472,-9.671870194808122,-2.24553,-0.6723494090696828,-9.68162,-2.2839837516339134,-4.46114,-8.07793,-0.09813283049027566,0.620115276053996,407.0
82,-32.8473,14.578822133101703,-32.156946999999995,24.369424604574498,24.369424604574498,156.948,-8.004023630771922,159.17722,-7.302886629334608,-5.8225442735489406,-39.2383,354.0942118831251,-29.43802,356.36225061193403,356.43626772972334,-0.690353,-9.790602471472798,-2.22922,-0.7011370014373193,-9.80028,-2.2680387288089285,-4.46114,-8.07793,-0.1954212606236673,-0.4254783268226285,407.0
84,-33.1284,21.330707857820833,-32.663117,30.09052019020083,30.09052019020083,180.281,-8.165081367322383,182.80082000000002,-7.687434038566106,-6.0,-32.3853,377.45780793140614,-23.61454,380.0131448821197,380.0131448821197,-0.465283,-8.759812332380001,-2.51982,-0.47764732875628246,-8.77076,-2.5553369507135835,-4.46114,-8.07793,-0.16741240565175744,-0.9947420471521128,496.0
85,-31.4051,4.571486722023003,-30.000320000000002,15.88897060520138,15.88897060520138,122.573,-6.738683407782997,124.38485,-5.325397775664346,-4.079376353688341,-49.3947,319.6685646015879,-38.0694,321.52215555668,321.58445662777876,-1.40478,-11.317483883178376,-1.81185,-1.4132856321186482,-11.3253,-1.8535909550920975,-4.46114,-8.07793,0.9476467089052331,-0.3662142860994792,232.0
87,-32.5476,13.697625799398416,-31.794368000000002,23.72009453817428,23.72009453817428,151.759,-7.73106866033557,153.95532999999998,-6.967240523944916,-5.5609947403974544,-40.142,348.89986844200587,-30.110000000000003,351.13569644915736,351.20600873833473,-0.753232,-10.022468738775862,-2.19633,-0.7638281363906568,-10.032,-2.235828007151498,-4.46114,-8.07793,-0.38450336277377256,-0.5175826532250959,406.0
89,-32.411,13.271682714373767,-31.623847,23.4104217266447,23.4104217266447,149.163,-7.607849829166273,151.3436,-6.810190989652639,-5.430219007410088,-40.5792,346.3013286387841,-30.431,348.5217549219129,348.590753521025,-0.787153,-10.13873901227093,-2.1806,-0.7976588395136365,-10.1482,-2.2204262831287314,-4.46114,-8.07793,-0.4755100931157921,0.4363150010555715,405.0
90,-31.2179,3.7322952346401124,-29.67258,15.286126838858259,15.286126838858259,117.311,-6.578607151167464,119.09134,-5.024963622279984,-3.8143942634473587,-50.2567,314.4019845444362,-38.6952,316.22436295645105,316.2848914243927,-1.54532,-11.55383160421815,-1.78034,-1.553643528887486,-11.5615,-1.8223784120149036,-4.46114,-8.07793,0.7536040730795284,-0.4860404438643134,231.0
91,-32.2837,12.855334314699356,-31.458602000000003,23.108548550601363,23.108548550601363,146.568,-7.493926416299306,148.73182,-6.658418219078541,-5.2994595743599895,-41.0068,343.7038784241131,-30.7442,345.9078244254174,345.97577235765334,-0.825098,-10.25321423590201,-2.16382,-0.8355081972207642,-10.2626,-2.2039460013043137,-4.46114,-8.07793,-0.5617274912757905,-0.6096776712732807,405.0
92,-32.9669,26.65582349834483,-32.573460000000004,34.7279765028707,34.7279765028707,195.721,-7.924214476350642,198.47153,-7.517166585816501,-6.0,-26.9933,392.9199706045089,-18.909200000000002,395.70341018132325,395.70341018132325,-0.39344,-8.072153004525875,-2.75053,-0.40704789053413754,-8.0841,-2.783439576814336,-4.46114,-8.07793,-0.4979204756027423,-0.7186359274707002,583.0
94,-31.0475,2.903753986587148,-29.34768,14.687423718775108,14.687423718775108,112.037,-6.435393447980285,113.78837,-4.727418606526232,-3.548948524273441,-51.1081,309.12353744532396,-39.316900000000004,310.9171429953795,310.9760664994921,-1.69982,-11.78366973218796,-1.75137,-1.7079748414540523,-11.7912,-1.7936055500555177,-4.46114,-8.07793,0.559151136037993,-0.6095705034590413,230.0
95,-32.9992,26.53225866060192,-32.599979000000005,34.71358119610045,34.71358119610045,193.218,-7.969435282229853,195.96391,-7.556638395190145,-6.0,-27.1277,390.41661234658164,-18.93445,393.195874788585,393.195874788585,-0.399221,-8.18132253549853,-2.74591,-0.4127968870397084,-8.19325,-2.779262442003309,-4.46114,-8.07793,-0.5031027445818819,0.27834991543400067,582.0
96,-32.0419,12.032366499915888,-31.13665,22.51863086172438,22.51863086172438,141.371,-7.278916299634304,143.50142,-6.363446919989737,-5.037630506689237,-41.8523,338.50208627863844,-31.3568,340.67322744879107,340.7395182694561,-0.90525,-10.486264361808491,-2.13042,-0.915469379644571,-10.4955,-2.1711411701526186,-4.46114,-8.07793,-0.7327768393870033,-0.7041796330012783,404.0
97,-32.8155,19.9300675518801,-32.273814,29.254032516620967,29.254032516620967,167.551,-7.917844612198607,170.01987,-7.364100157707398,-6.0,-33.8411,364.72017693444036,-24.506409999999995,367.2266121940112,367.2266121940112,-0.541686,-9.323964964740865,-2.46887,-0.5537444544912069,-9.33469,-2.5064352595708344,-4.46114,-8.07793,-0.4685509795262471,-0.10935512239552736,493.0
98,-32.9971,26.360136556194114,-32.594259,34.65482880818975,34.65482880818975,190.706,-7.980299455806087,193.44718999999998,-7.563915370106319,-6.0,-27.3107,387.9038661460578,-19.0041,390.6788808052085,390.6788808052085,-0.402841,-8.294692251995635,-2.74119,-0.41638408569976826,-8.3066,-2.77501465915071,-4.46114,-8.07793,-0.5242534350242107,-0.7284476779165971,582.0
99,-30.8814,2.065864368681858,-29.023609999999998,14.08696980671553,14.08696980671553,106.751,-6.296540988583267,108.47402000000001,-4.430762238890157,-3.2829384821675047,-51.9689,303.83307212966366,-39.9404,305.5985397863551,305.6559309741912,-1.85779,-12.02110543803367,-1.72302,-1.8657787496931089,-12.0285,-1.7654676566914074,-4.46114,-8.07793,0.3620387462245482,-0.7376247787333278,229.0
100,-32.7591,19.649516218759793,-32.197016,29.085631707313215,29.085631707313215,165.001,-7.874597811235262,167.45841000000001,-7.300523110432309,-6.0,-34.1327,362.1686808459049,-24.68591,364.6640363897196,364.6640363897196,-0.562084,-9.436115488553424,-2.45741,-0.5740747008029533,-9.44679,-2.4953555438147745,-4.46114,-8.07793,-0.5291758771260137,0.8656145558878507,492.0
101,-30.8189,1.6757216412543556,-28.87957,13.814581353850762,13.814581353850762,104.107,-6.247671776981818,105.81904,-4.300419530932597,-3.15010037411871,-52.3705,301.1870703589849,-40.2243,302.9416466840306,302.9991626418713,-1.93933,-12.13885971259641,-1.71204,-1.947252246049221,-12.1462,-1.7545763250457298,-4.46114,-8.07793,0.27400776762103285,0.1996678944946552,228.0
103,-30.7594,1.2845786346522985,-28.734659999999998,13.54050486380784,13.54050486380784,101.463,-6.201802451499486,103.16131999999999,-4.169220864649681,-3.017122796591739,-52.7731,298.5410797559511,-40.5099,300.28200178852495,300.3396066919278,-2.02474,-12.255926229155547,-1.69832,-2.032581586849804,-12.2632,-1.7409220325738402,-4.46114,-8.07793,0.18343157784396522,-0.8641544810942989,228.0
105,-30.767,0.8992663531966656,-28.58574,13.260747603686163,13.260747603686163,98.8104,-6.223077088202132,100.49926,-4.034034252681511,-2.883915582550765,-53.1699,295.88686109412095,-40.801199999999994,297.6179715950818,297.6754775285884,-2.18126,-12.361481250489497,-1.68886,-2.189042835520626,-12.3687,-1.7311105009609045,-4.46114,-8.07793,0.09119399527473858,0.0701938384901395,227.0
107,-33.0614,25.942245205385866,-32.635901,34.57103801340506,34.57103801340506,183.174,-8.083477640782196,185.90329,-7.644521997905976,-6.0,-27.7612,380.3704186752815,-19.120549999999998,383.1348630070409,383.1348630070409,-0.425499,-8.62879280801919,-2.72929,-0.43895564287621985,-8.64065,-2.764444331759386,-4.46114,-8.07793,-0.5544178798311408,0.25394520281636235,580.0
108,-32.717,19.00209187800958,-32.090804,28.768127107978405,28.768127107978405,157.364,-7.871902894442378,159.79908,-7.233856761783354,-5.854653039398462,-34.8132,354.528690198084,-25.036590000000004,357.002813188211,357.07177337433023,-0.626196,-9.766035229968827,-2.43508,-0.6380461326590178,-9.77661,-2.474122990126984,-4.46114,-8.07793,-0.6128020320226548,-0.17126941594008668,491.0
