point_index,x,x_rot,x_0,x_0_rot,x_proj,y,y_rot,y_0,y_0_rot,y_proj,z,z_rot,z_0,z_0_rot,z_proj,u,u_rot,v,v_rot,w,w_rot,Crosshead,Force,g,h,Element
59,-33.1713,25.976009753193857,-32.840945000000005,25.981322815597988,25.981322815597988,186.367,-8.176883805849716,187.32746799999998,-7.841571881981473,-6.0,-27.7136,383.56412000637647,-27.70416018,384.52290048989266,384.52290048989266,-0.330355,-0.005313062404129603,-0.960468,-0.3353119238682401,-0.00943982,-0.9587804835162003,-2.36547,-138.022,0.35327338742817627,0.8091601959570653,412.0
60,-32.8484,20.211876813432433,-32.386934,20.24698982885272,20.24698982885272,160.249,-7.988486705902087,161.159108,-7.5223278886425184,-5.920822760032189,-33.5909,357.4195960932965,-33.5518906,358.3274684522034,358.4075437086339,-0.461466,-0.03511301542029123,-0.910108,-0.4661588172595674,-0.0390094,-0.9078723589068658,-2.36547,-138.022,0.3008175079548835,0.3630263727224014,323.0
61,-30.6651,11.552992887557131,-30.208185999999998,11.688835795468158,11.688835795468158,125.483,-5.984175809214488,126.31996600000001,-5.5229542153434,-4.175542087492746,-42.4006,322.60496051577,-42.261176,323.44015085049693,323.5075214568895,-0.456914,-0.13584290791103387,-0.836966,-0.4612215938710843,-0.139424,-0.8351903347269224,-2.36547,-138.022,-0.6333029313585867,0.40301189476873006,232.0
63,-32.4409,19.474788656495953,-31.976369,19.521013319565036,19.521013319565036,155.014,-7.607981446548347,155.915549,-7.138802705851514,-5.6580461625778256,-34.3507,352.17931990653153,-34.3006162,353.07866557897637,353.15270340614006,-0.464531,-0.046224663069076445,-0.901549,-0.4691787406968345,-0.0500838,-0.8993456724448666,-2.36547,-138.022,0.0760711535796463,0.2610895618030739,322.0
65,-32.9526,25.43609664078608,-32.592273,25.447612611914327,25.447612611914327,178.708,-7.99771283370708,179.654332,-7.632502793532041,-6.0,-28.2867,375.90168260760277,-28.2711213,376.8461991615138,376.8461991615138,-0.360327,-0.011515971128248714,-0.946332,-0.3652100401750418,-0.0155787,-0.9445165539110263,-2.36547,-138.022,0.16113925117514824,-0.2615203353944708,411.0
66,-32.1234,18.87630394346558,-31.663577999999998,18.941689650750313,18.941689650750313,149.799,-7.317381900023719,150.69286300000002,-6.852953216545934,-5.396638782979712,-34.9718,346.96010877337636,-34.9025878,347.851875773388,347.92469149506627,-0.459822,-0.06538570728473288,-0.893863,-0.4644286834777811,-0.0692122,-0.8917670000115899,-2.36547,-138.022,-0.09768933990426529,0.16988466203102467,321.0
67,-32.9697,30.523124655075165,-32.697709,30.513866751410667,30.513866751410667,199.477,-7.907896663264388,200.471616,-7.6307704781563075,-6.0,-23.1097,396.6927159320743,-23.11467782,397.6858827134695,397.6858827134695,-0.271991,0.009257903664495925,-0.994616,-0.27712618510807746,0.00497782,-0.9931667813951436,-2.36547,-138.022,-0.01500611955335542,0.07435308538779282,499.0
68,-31.9766,18.59881239736351,-31.517712,18.668030103299827,18.668030103299827,147.191,-7.184036156071482,148.080954,-6.720561936713501,-5.26594221529258,-35.2606,344.3501591290754,-35.187572599999996,345.23803856278954,345.3107695488606,-0.458888,-0.06921770593631292,-0.889954,-0.463474219357981,-0.0730274,-0.887879433714164,-2.36547,-138.022,-0.1789291657769911,-0.8756841258353181,321.0
69,-32.8864,25.194251847882025,-32.505505,25.21085158903082,25.21085158903082,173.616,-7.957800852309582,174.55373100000003,-7.572067894211241,-6.0,-28.5506,370.8083135627242,-28.5299767,371.74414490314257,371.74414490314257,-0.380895,-0.01659974114879281,-0.937731,-0.3857329580983414,-0.0206233,-0.935831340418319,-2.36547,-138.022,0.07590596480337695,-0.3023420387429724,410.0
70,-31.7944,18.266681056664694,-31.337647999999998,18.341798837786193,18.341798837786193,144.57,-7.015354007882703,145.454772,-6.554042965532524,-5.134420232235438,-35.6041,341.7267900538495,-35.5251947,342.6095240911649,342.6805052278297,-0.456752,-0.07511778112149985,-0.884772,-0.461311042350177,-0.0789053,-0.8827340373152743,-2.36547,-138.022,-0.2806296305830005,0.07220997084947012,320.0
