point_index,x,x_rot,x_0,x_0_rot,x_proj,y,y_rot,y_0,y_0_rot,y_proj,z,z_rot,z_0,z_0_rot,z_proj,u,u_rot,v,v_rot,w,w_rot,Crosshead,Force,g,h,Element
10,-33.5612,10.235234391662956,-33.005086999999996,12.835826537327819,12.835826537327819,191.676,-8.538190504742989,193.25739,-7.974107547136651,-6.0,-43.4315,388.8069544244308,-40.82409,390.39672589033705,390.39672589033705,-0.556113,-2.600592145664856,-1.58139,-0.564082957606334,-2.60741,-1.5897714659062463,-3.70348,-296.342,-0.3791034137346754,-0.8413096438651793,246.0
11,-33.5142,10.006911969933867,-32.916801,12.645978987915996,12.645978987915996,189.119,-8.504383595872245,190.68855,-7.899079194478595,-6.0,-43.6709,386.2487330825913,-41.02507,387.82661789847475,387.82661789847475,-0.597399,-2.639067017982125,-1.56955,-0.6053044013936534,-2.64583,-1.5778848158834526,-3.70348,-296.342,-0.4474479847663634,0.13064715938990049,245.0
12,-33.5138,9.845328151438878,-32.873747,12.522069099952745,12.522069099952745,186.575,-8.51711383500329,188.13065,-7.869230590791929,-6.0,-43.8435,383.70404142325026,-41.16006,385.2679690616102,385.2679690616102,-0.640053,-2.676740948513865,-1.55565,-0.6478832442113588,-2.68344,-1.563927638359957,-3.70348,-296.342,-0.4920551875755112,-0.8928123753559248,245.0
13,-33.5816,9.78656752952407,-32.895050000000005,12.499548029156664,12.499548029156664,184.047,-8.59796810009102,185.58984999999998,-7.903657275908891,-6.0,-43.9132,381.17614727623504,-41.193580000000004,382.7271916675882,382.7271916675882,-0.68655,-2.712980499632594,-1.54285,-0.6943108241821357,-2.71962,-1.5510443913532437,-3.70348,-296.342,-0.5001627082019354,0.09087666703528613,244.0
14,-33.717,9.827238853139399,-32.981184999999996,12.571532201053692,12.571532201053692,181.533,-8.746356480664513,183.06698,-8.00282944756147,-6.0,-43.8834,378.66303286527636,-41.13251,380.2050883606571,380.2050883606571,-0.735815,-2.7442933479143,-1.53398,-0.7435270331030378,-2.75089,-1.54205549538077,-3.70348,-296.342,-0.4742486136317617,-0.9179646557371598,244.0
15,-33.6801,15.744371271468395,-33.30691,18.116147660734235,18.116147660734235,204.841,-8.589485981785064,206.5749,-8.20751883214118,-6.0,-37.8653,401.9963715723851,-35.48603,403.7386066798768,403.7386066798768,-0.37319,-2.371776389265841,-1.7339,-0.3819671496438834,-2.37927,-1.7422351074916838,-3.70348,-296.342,-0.47819362407191585,0.4954426719507183,332.0
16,-33.7715,9.738240410484238,-32.988640000000004,12.518816950977843,12.518816950977843,178.991,-8.813981014081183,180.51828,-8.023446899279879,-6.0,-43.9834,376.1209391294328,-41.19626,377.65620871147155,377.65620871147155,-0.78286,-2.7805765404936067,-1.52728,-0.7905341148012975,-2.78714,-1.535269582038775,-3.70348,-296.342,-0.49322595184036166,0.06248348458861983,243.0
17,-33.7265,15.68617848380017,-33.350893,18.122592388674192,18.122592388674192,202.344,-8.648780430080425,204.0576,-8.264505953375643,-6.0,-37.9343,399.4993692022278,-35.49048,401.2215717890978,401.2215717890978,-0.375607,-2.436413904874018,-1.7136,-0.38427447670477416,-2.44382,-1.722202586870038,-3.70348,-296.342,-0.47587349881227864,-0.511371284360871,332.0
18,-33.2159,2.1896160041698707,-31.78766,5.426195462390503,5.426195462390503,147.36,-8.421235127880113,148.72211000000001,-6.986216549761956,-5.295389487152778,-51.6691,344.4545078571871,-48.42673,345.8232483899251,345.90778974305556,-1.42824,-3.2365794582206306,-1.36211,-1.435018578118159,-3.24237,-1.3687405327380229,-3.70348,-296.342,0.9797702278971054,-0.6368841027777762,69.0
19,-33.5839,9.128622494163487,-32.710265,11.991178481922987,11.991178481922987,173.827,-8.653015449018195,175.33084,-7.7718346876082975,-6.0,-44.6154,370.95335069055807,-41.74639,372.4650663713751,372.4650663713751,-0.873635,-2.862555987759494,-1.50384,-0.8811807614099029,-2.86901,-1.5117156808170098,-3.70348,-296.342,-0.683174281113476,-0.01397345144996507,242.0
20,-33.585,8.961433836383492,-32.662377,11.858951785811016,11.858951785811016,171.261,-8.667358905124214,172.76077999999998,-7.737214352307483,-6.0,-44.7937,368.3866425984161,-41.88975,369.89419659624383,369.89419659624383,-0.922623,-2.8975179494275176,-1.49978,-0.9301445528167296,-2.90395,-1.5075539978277825,-3.70348,-296.342,-0.7307755109039472,0.9576786384975322,241.0
21,-33.5941,8.807618305193884,-32.624519,11.743150679608874,11.743150679608874,168.701,-8.689672246109087,170.19147999999998,-7.712621169701254,-6.0,-44.9586,365.82603371978047,-42.016679999999994,367.32420976041954,367.32420976041954,-0.969581,-2.935532374414989,-1.49048,-0.9770510764078305,-2.94192,-1.498176040639067,-3.70348,-296.342,-0.7724635756322004,-0.07031609583218597,241.0
22,-33.5941,8.641808092016646,-32.57974,11.618506342170079,11.618506342170079,166.14,-8.70288998893761,167.61847999999998,-7.681125540574765,-6.0,-45.1355,363.26432589366743,-42.15247,364.7504488912599,364.7504488912599,-1.01436,-2.9766982501534365,-1.47848,-1.0217644483628463,-2.98303,-1.4861229975924797,-3.70348,-296.342,-0.8173351781373466,0.900179556503963,240.0
23,-33.6309,8.530872173724,-32.573069999999994,11.549154564816085,11.549154564816085,163.584,-8.752885462189976,165.05547,-7.687690877220145,-6.0,-45.2575,360.70804577841795,-42.23292,362.18711428702187,362.18711428702187,-1.05783,-3.0182823910920846,-1.47147,-1.0651945849698237,-3.02458,-1.4790685086039195,-3.70348,-296.342,-0.8423016182532633,-0.1251542851912518,240.0
24,-33.6767,8.440239528085101,-32.5781,11.497103748940745,11.497103748940745,161.027,-8.811887480222776,162.49425,-7.70594808797842,-5.985797567855183,-45.3592,358.1509000788414,-42.296060000000004,359.6257050361858,359.71171256219196,-1.0986,-3.056864220855651,-1.46725,-1.1059393922443603,-3.06314,-1.4748049573444382,-3.70348,-296.342,-0.8617621413742085,0.8846892531011357,239.0
25,-33.6319,8.218938058707671,-32.49277,11.312839209771731,11.312839209771731,158.442,-8.780425706781163,159.90385,-7.633987485818569,-5.856366900908025,-45.5917,355.5647206151409,-42.491550000000004,357.0340765762696,357.1229576055151,-1.13913,-3.0939011510640593,-1.46185,-1.1464382209625934,-3.10015,-1.4693559611287166,-3.70348,-296.342,-0.9152865385216953,-0.15081258830502667,239.0
26,-33.4523,19.950029542481303,-33.055445,22.239051249959125,22.239051249959125,205.193,-8.360181101325775,207.04417,-7.953937347600519,-6.0,-33.6581,402.36540414922723,-31.361079999999998,404.22442819652224,404.22442819652224,-0.396855,-2.2890217074778194,-1.85117,-0.4062437537252483,-2.29702,-1.8590240472949877,-3.70348,-296.342,-0.9939335985459268,0.689771278608896,416.0
27,-33.2837,7.375014477697249,-32.07267,10.56289457309363,10.56289457309363,153.191,-8.45929442385589,154.6337,-7.2410630283978605,-5.592099798323909,-46.4584,350.3082882476618,-43.264359999999996,351.7585297635703,351.840977925074,-1.21103,-3.1878800953963786,-1.4427,-1.2182313954580262,-3.19404,-1.4502415159085356,-3.70348,-296.342,0.8333630683076838,-0.26360781446774667,154.0
28,-33.4342,19.815761830883616,-33.092774,22.24456368113865,22.24456368113865,202.738,-8.354753824254633,204.52986,-8.004255042624923,-6.0,-33.803,399.90973897460924,-31.366449999999997,401.7103448803271,401.7103448803271,-0.341426,-2.4288018502550397,-1.79186,-0.35049878162971193,-2.43655,-1.8006059057178896,-3.70348,-296.342,-0.9919491391969725,-0.3158620478691546,416.0
29,-33.5928,13.994223603202201,-32.851972999999994,16.804751876919106,16.804751876919106,176.934,-8.646223954326533,178.53148,-7.897361840565413,-6.0,-39.7363,374.0814528274209,-36.9189,375.68726898052023,375.68726898052023,-0.740827,-2.8105282737169053,-1.59748,-0.74886211376112,-2.8174,-1.6058161530993456,-3.70348,-296.342,-0.9503008273173947,-0.7250924077919081,327.0
30,-33.0306,6.689489333913222,-31.75226,9.960478986977925,9.960478986977925,147.961,-8.233165081168995,149.38433,-6.947730784015864,-5.32934176639462,-47.1666,345.0740329920287,-43.889540000000004,346.5049167115976,346.5858361624787,-1.27834,-3.2709896530647025,-1.42333,-1.2854342971531296,-3.27706,-1.430883719568913,-3.70348,-296.342,0.633947406724831,-0.3656645383347909,153.0
31,-32.9103,6.35533040940286,-31.60109,9.673084502678684,9.673084502678684,145.345,-8.126356127551713,146.75865,-6.8101057011723185,-5.19794126122275,-47.5121,342.4559749121536,-44.18832,343.8772216799905,343.95782990198796,-1.30921,-3.317754093275824,-1.41365,-1.3162504263793906,-3.32378,-1.4212467678369738,-3.70348,-296.342,0.5398927415702969,0.5831329536355516,152.0
32,-33.3858,13.361720757589715,-32.561454000000005,16.25595728504757,16.25595728504757,171.767,-8.465872456446046,173.34577,-7.633595291964848,-6.0,-40.3912,368.91066508027353,-37.490179999999995,370.4977022860571,370.4977022860571,-0.824346,-2.8942365274578488,-1.57877,-0.8322771644812028,-2.90102,-1.5870372057836362,-3.70348,-296.342,0.8521338055466818,-0.8009190855771522,242.0
33,-33.5796,19.62707350878823,-33.155297,22.16751883582517,22.16751883582517,195.203,-8.539063346269035,196.96563,-8.105847913470274,-6.0,-34.0243,392.3747029722758,-31.476239999999997,394.1461342510173,394.1461342510173,-0.424303,-2.540445327036941,-1.76263,-0.4332154327987683,-2.54806,-1.771431278741487,-3.70348,-296.342,0.9803145840429015,0.6584537004069262,330.0
34,-32.6531,5.672283570333207,-31.27549,9.067891790382845,9.067891790382845,140.097,-7.896220009545981,141.49257,-6.511669643954242,-4.934334985349398,-48.2179,337.20370927721996,-44.81635,338.6068598558634,338.6857265887936,-1.37761,-3.3956082200496405,-1.39557,-1.3845503655917433,-3.40155,-1.4031505786434404,-3.70348,-296.342,0.33594376534231335,0.4742916062089112,151.0
35,-32.5116,5.302065991633562,-31.109260000000003,8.754146240923752,8.754146240923752,137.472,-7.768255170218705,138.85367000000002,-6.359051110437356,-4.802227730131246,-48.5995,334.57638557013223,-45.14154,335.96575296960884,336.04359413862414,-1.40234,-3.4520802492901894,-1.38167,-1.4092040597813498,-3.45796,-1.3893673994765876,-3.70348,-296.342,0.22850773785006648,-0.5825613864815138,151.0
36,-33.4609,19.177201088245177,-32.978987000000004,21.79756039983927,21.79756039983927,190.119,-8.446595379783869,191.8541,-7.955918834037526,-6.0,-34.4962,387.2881618869799,-31.868350000000003,389.0321116778424,389.0321116778424,-0.481913,-2.6203593115940946,-1.7351,-0.4906765457463372,-2.62785,-1.7439497908625958,-3.70348,-296.342,0.8471282152242893,0.6128446711369634,329.0
37,-33.4501,12.981548609164285,-32.500375999999996,15.99228399690707,15.99228399690707,164.115,-8.569673339480271,165.66654,-7.612169117548138,-6.0,-40.8045,361.25738141226395,-37.78711,362.81704543390504,362.81704543390504,-0.949724,-3.0107353877427845,-1.55154,-0.9575042219321329,-3.01739,-1.5596640216410866,-3.70348,-296.342,0.7572121811890958,0.12681817356201464,240.0
38,-32.2638,4.620274521885115,-30.791120000000003,8.15695560209889,8.15695560209889,132.211,-7.547586176736576,133.57307,-6.068150553957338,-4.537920032864761,-49.3041,329.31117398589936,-45.76163,330.68094439335925,330.75745591941387,-1.47268,-3.5366810802137714,-1.36207,-1.4794356227792396,-3.54247,-1.369770407459874,-3.70348,-296.342,0.02491406799905277,-0.697016689852525,150.0
39,-33.5206,12.935543892791372,-32.533059,15.983593219470457,15.983593219470457,161.574,-8.653295667551685,163.12077000000002,-7.658002346603823,-6.0,-40.8615,358.71655649995137,-37.80682,360.2714167385591,360.2714167385591,-0.987541,-3.0480493266790805,-1.54677,-0.9952933209478642,-3.05468,-1.5548602386076966,-3.70348,-296.342,0.754083526341154,-0.8914333045763669,240.0
40,-31.9785,3.8767824928725148,-30.43687,7.501594281831636,7.501594281831636,126.928,-7.289526779265625,128.26815,-5.741261820532543,-4.272286657596944,-50.0705,324.0235015834302,-46.440000000000005,325.3713774739104,325.44482623205715,-1.54163,-3.6248117889591227,-1.34015,-1.548264958733081,-3.6305,-1.3478758904802617,-3.70348,-296.342,-0.20233291093910982,-0.8220686025189025,149.0
41,-33.2693,18.460269717368526,-32.685819,21.192313441923382,21.192313441923382,182.464,-8.294490313459267,184.16314,-7.702441135792309,-6.0,-35.2463,379.6290979753465,-32.50693,381.33704677959804,381.33704677959804,-0.583481,-2.7320437245548552,-1.69914,-0.5920491776669538,-2.73937,-1.7079488042514939,-3.70348,-296.342,0.629237131463732,-0.4651812881607839,328.0
42,-31.824,3.48647459512177,-30.246840000000002,7.158044130205845,7.158044130205845,124.278,-7.148689778816845,125.60781,-5.564952162071357,-4.13903773570681,-50.4723,321.371023820532,-46.795089999999995,322.70857865789094,322.77987437920916,-1.57716,-3.6715695350840685,-1.32981,-1.5837376167454913,-3.67721,-1.3375548373589436,-3.70348,-296.342,-0.32357750906808813,0.11195062982324264,148.0
43,-33.1936,23.99388779159967,-32.881012000000005,26.415899305785533,26.415899305785533,203.144,-8.112368120959157,205.01384000000002,-7.790303612833032,-6.0,-29.6231,400.33258599146654,-27.193,402.21129117164276,402.21129117164276,-0.312588,-2.422011514185868,-1.86984,-0.32206450812613724,-2.4301,-1.8787051801762173,-3.70348,-296.342,0.5097196723254135,-0.11548353134289756,416.0
44,-31.6885,3.1244516142870182,-30.07569,6.840117200247974,6.840117200247974,121.631,-7.026839115189578,122.95087,-5.407506579149501,-4.006016404183983,-50.8458,318.7217666817862,-47.124539999999996,320.0493883191151,320.1194628278634,-1.61281,-3.715665585960955,-1.31987,-1.6193325360400768,-3.72126,-1.3276216373288812,-3.70348,-296.342,-0.434203392841593,-0.9522140057565683,148.0
45,-32.971,11.510672727337692,-31.849059999999998,14.729480930670022,14.729480930670022,151.143,-8.157483775480902,152.65338,-7.0279938433820135,-5.493780447863959,-42.3316,348.27658860683994,-39.10633,349.7951040427654,349.87181471254127,-1.12194,-3.2188082033323275,-1.51038,-1.1294899320988858,-3.22527,-1.5185154359254007,-3.70348,-296.342,0.35772310012895814,0.9487296697992874,237.0
46,-33.2143,23.91015400217004,-32.881155,26.366740031796663,26.366740031796663,200.634,-8.146028183861883,202.49393999999998,-7.803460645448464,-6.0,-29.7177,397.82234030386394,-27.25307,399.69118902995547,399.69118902995547,-0.333145,-2.456586029626625,-1.85994,-0.34256753841341797,-2.46463,-1.8688487260915339,-3.70348,-296.342,0.4920224752669967,0.8764756119821868,415.0
47,-31.4617,2.46447914900029,-29.77349,6.265831539588177,6.265831539588177,116.342,-6.827316098762566,117.64331,-5.132686774839012,-3.7404137299384494,-51.5287,313.42875817919764,-47.72184,314.7378013812045,314.80741503344956,-1.68821,-3.8013523905878888,-1.30131,-1.6946293239235515,-3.80686,-1.3090432020068703,-3.70348,-296.342,-0.639076675332564,0.9229668708015883,146.0
48,-33.3645,18.15686440217859,-32.67065,21.000530395012326,21.000530395012326,174.865,-8.428922656573729,176.53580000000002,-7.726660595343802,-6.0,-35.5826,372.0293061433377,-32.73174,373.70882819297736,373.70882819297736,-0.69385,-2.843665992833735,-1.6708,-0.7022620612299361,-2.85086,-1.6795220496396452,-3.70348,-296.342,0.5601945441498789,0.48353127719094574,326.0
49,-32.7365,10.869576101507093,-31.557479999999998,14.17762004973141,14.17762004973141,145.929,-7.949874809511087,147.42065,-6.7634089852795505,-5.231942297521817,-42.9953,343.05862176049413,-39.68088,344.5584987758365,344.63507211022437,-1.17902,-3.308043948224321,-1.49165,-1.1864658242315347,-3.31442,-1.4998770153423495,-3.70348,-296.342,0.18398921556902395,0.8540326085188876,236.0
50,-33.2917,17.89558806917971,-32.560081,20.780950815591282,20.780950815591282,172.298,-8.369365318536214,173.95875,-7.62938975740871,-6.0,-35.855,369.4608088570085,-32.962489999999995,371.13026637047574,371.13026637047574,-0.731619,-2.8853627464115728,-1.66075,-0.7399755611274939,-2.89251,-1.6694575134672354,-3.70348,-296.342,0.48114510506391217,-0.5478934518097048,326.0
51,-31.2193,1.7708037540361943,-29.4505,5.6567052329058285,5.6567052329058285,111.031,-6.612304453093852,112.31565,-4.837178511254709,-3.4737434882349274,-52.2454,308.11352323273957,-48.35406999999999,309.4058562523245,309.4740280034755,-1.7688,-3.8859014788696338,-1.28465,-1.7751259418391414,-3.89133,-1.2923330195849685,-3.70348,-296.342,-0.85700524138517,0.7896120410522663,145.0
52,-33.2268,17.647502192698283,-32.455527,20.57267024805254,20.57267024805254,169.733,-8.317698517004384,171.38177000000002,-7.538134311766338,-6.0,-36.1142,366.89440949242476,-33.18194,368.5518545487501,368.5518545487501,-0.771273,-2.925168055354257,-1.64877,-0.7795642052380448,-2.93226,-1.6574450563253582,-3.70348,-296.342,0.4061633509324233,0.4207418195000401,325.0
53,-31.0964,1.4219357226224147,-29.285249999999998,5.3477316850498156,5.3477316850498156,108.371,-6.503121749801618,109.64622999999999,-4.685697981593581,-3.340118246877781,-52.6058,305.4513882030883,-48.674620000000004,306.73425521314323,306.80153419987903,-1.81115,-3.925795962427403,-1.27523,-1.817423768208037,-3.93118,-1.2828670100548836,-3.70348,-296.342,-0.9659319875842549,-0.2793854913823768,145.0
54,-33.1811,17.427109878755807,-32.371891,20.39082300157571,20.39082300157571,167.169,-8.285228337856356,168.80812,-7.467781335891072,-6.0,-36.3457,364.3292292325649,-33.37494,365.97699524129035,365.97699524129035,-0.809209,-2.963713122819903,-1.63912,-0.8174470019652733,-2.97076,-1.647766008725442,-3.70348,-296.342,0.34069768754413143,-0.6092019034838586,325.0
55,-30.9733,1.0722850364059866,-29.11743,5.037799996900027,5.037799996900027,105.707,-6.393759655175433,106.97412999999999,-4.531661260222091,-3.2063112130342923,-52.967,302.78524876705995,-48.99614,304.05995675832645,304.12622426068583,-1.85587,-3.96551496049404,-1.26713,-1.862098394953346,-3.97086,-1.2747079912665096,-3.70348,-296.342,0.922527351756874,0.6504897042743325,60.0
56,-32.2209,9.509369912544493,-30.9248,12.993913792722907,12.993913792722907,135.459,-7.4882687096101925,136.90669,-6.184964573164077,-4.7056897614116355,-44.4009,332.5801096813725,-40.91018,334.03618625865397,334.11014999924157,-1.2961,-3.4845438801784114,-1.44769,-1.3033041364461138,-3.49072,-1.4560765772814346,-3.70348,-296.342,-0.19818805635617726,0.644063635835273,234.0
57,-32.0928,9.17184640724085,-30.766729999999995,12.700929727692824,12.700929727692824,132.835,-7.373700939237839,134.27184,-6.040486541445116,-4.573810469960392,-44.7498,329.9539967670305,-41.21459,331.39926141245826,331.4725952160325,-1.32607,-3.5290833204519783,-1.43684,-1.3332143977927238,-3.53521,-1.4452646454277505,-3.70348,-296.342,-0.29309247760609874,-0.4109583084167438,234.0
58,-33.3556,17.400871044210007,-32.477089,20.437902879855613,20.437902879855613,162.116,-8.48582759023289,163.74063,-7.599159780513553,-6.0,-36.3938,359.27703715680605,-33.34979,360.91027266337323,360.91027266337323,-0.878511,-3.0370318356456036,-1.62463,-0.8866678097193347,-3.04401,-1.6332355065671933,-3.70348,-296.342,0.357646613214153,-0.6358909346507062,324.0
59,-33.3263,23.295139674554182,-32.840912,25.981354721671448,25.981354721671448,185.531,-8.336002545892708,187.32707,-7.841540940823329,-6.0,-30.3981,382.7173157018358,-27.70413,384.5225024591372,384.5225024591372,-0.485388,-2.6862150471172663,-1.79607,-0.4944616050693856,-2.69397,-1.8051867573013929,-3.70348,-296.342,0.353284873522733,0.8090009836548688,412.0
60,-33.2999,17.169031755814324,-32.386989,20.24695167085944,20.24695167085944,159.54,-8.44341869076484,161.15882,-7.522384372883536,-5.920808562405178,-36.6368,356.69975571498713,-33.55193,358.3271805722642,358.4072593627881,-0.912911,-3.0779199150451078,-1.61882,-0.9210343178812996,-3.08487,-1.627424857277076,-3.70348,-296.342,0.3008057325862994,0.3629126347764123,323.0
61,-31.6317,8.02628369557712,-30.208209999999998,11.68886173230009,11.68886173230009,124.917,-6.953426467969283,126.31998,-5.522978144614758,-4.175542860049907,-45.9297,322.02868556591324,-42.261149999999994,323.4401650867417,323.5075368509699,-1.42349,-3.6625780367229672,-1.40298,-1.4304483233545229,-3.66855,-1.4114795208284348,-3.70348,-296.342,-0.6332933101885836,0.4030180524578247,232.0
63,-32.9478,16.353582722059336,-31.976387000000003,19.52099856112053,19.52099856112053,154.318,-8.118239749686484,155.91577,-7.138819562847985,-5.658057230069136,-37.4749,351.47242638120304,-34.30063,353.07888660718913,353.15292472382805,-0.971413,-3.167415839061194,-1.59777,-0.9794201868384985,-3.17427,-1.6064602259861505,-3.70348,-296.342,0.07606423983006076,0.26117808891032707,322.0
65,-33.1704,22.646530621971,-32.592266,25.44761171313564,25.44761171313564,177.893,-8.219514226166073,179.65484,-7.632493169259234,-6.0,-31.0798,375.0757320016635,-28.27112,376.8467071194452,376.8467071194452,-0.578134,-2.801081091164639,-1.76184,-0.5870210569068368,-2.80868,-1.7709751177817565,-3.70348,-296.342,0.16113892761740936,-0.26131715222190904,411.0
66,-32.6882,15.685245470879906,-31.663580000000003,18.941669109006078,18.941669109006078,149.114,-7.885477448112898,150.69248000000002,-6.852957193559497,-5.396619693194152,-38.1658,346.2642118665636,-34.902609999999996,347.85149269629045,347.9243095713087,-1.02462,-3.256423638126166,-1.57848,-1.0325202545534025,-3.26319,-1.587280829726865,-3.70348,-296.342,-0.09769412186325066,0.1697318926557227,321.0
67,-33.0178,28.026287432258442,-32.697723,30.513845895132206,30.513845895132206,198.543,-7.960636679029154,200.47131000000002,-7.6307860572087804,-6.0,-25.6106,395.74815661483444,-23.114700000000003,397.6855766967007,397.6855766967007,-0.320077,-2.487558462873767,-1.92831,-0.32985062182037683,-2.4959,-1.9374200818662513,-3.70348,-296.342,-0.01501362788868463,0.07423067868028284,499.0
68,-32.5694,15.371025599239381,-31.517740000000003,18.667962372190985,18.667962372190985,146.512,-7.780097623300119,148.08103,-6.720589538727669,-5.265946073795214,-38.4913,343.6602478184848,-35.18764,345.23811441386374,345.31084658711035,-1.05166,-3.2969367729516,-1.56903,-1.0595080845724503,-3.30366,-1.5778665953789792,-3.70348,-296.342,-0.17895440364681012,-0.875653310403947,321.0
69,-33.1488,22.334034577876864,-32.505492000000004,25.21086145516024,25.21086145516024,172.812,-8.224139608232523,174.55300000000003,-7.57205867141862,-6.0,-31.4143,369.9932874048435,-28.529970000000002,371.74341388159775,371.74341388159775,-0.643308,-2.8768268772833787,-1.741,-0.6520809368139069,-2.88433,-1.7501264767542082,-3.70348,-296.342,0.07590951658155429,-0.3026344473609015,410.0
70,-32.4147,14.99816168916498,-31.337690000000002,18.341732200842237,18.341732200842237,143.898,-7.6388759393560335,145.45508,-6.554083368941502,-5.1344356978791605,-38.8755,341.043844413647,-35.52526,342.60983201838616,342.6808144019393,-1.07701,-3.3435705116772536,-1.55708,-1.0847925704145287,-3.35024,-1.565987604739136,-3.70348,-296.342,-0.28065625049089127,0.07233364063172439,320.0
71,-33.1302,22.165552575154884,-32.454534,25.082478904468626,25.082478904468626,170.268,-8.218669580956512,171.99821,-7.534289776913457,-6.0,-31.5938,367.44847184888374,-28.669420000000002,369.18781483086514,369.18781483086514,-0.675666,-2.9169263293137444,-1.73021,-0.6843798040430552,-2.92438,-1.7393429819813984,-3.70348,-296.342,0.029692168071360894,0.6751259323460546,409.0
72,-33.1099,27.921023467755322,-32.749888000000006,30.4797228672357,30.4797228672357,193.544,-8.078552235761943,195.44742000000002,-7.708900979349018,-6.0,-25.7375,390.74919643542927,-23.17057,392.6618283454957,392.6618283454957,-0.360012,-2.5586993994803784,-1.90342,-0.36965125641292723,-2.56693,-1.9126319100663765,-3.70348,-296.342,-0.02729804077555554,0.06473133819827126,498.0
