x,y,z,u,v,w,time,DAQ_DAQCrossheadmm,DAQ_DAQForcekN
-33.6087,205.574,-44.1126,0.0,0.0,0.0,0.0,0.0,0.0
-33.3099,200.409,-44.7038,0.0,0.0,0.0,0.0,0.0,0.0
-33.097,195.259,-45.1677,0.0,0.0,0.0,0.0,0.0,0.0
-32.9875,190.131,-45.4763,0.0,0.0,0.0,0.0,0.0,0.0
-33.0151,185.035,-45.5756,0.0,0.0,0.0,0.0,0.0,0.0
-33.5562,206.103,-39.6355,0.0,0.0,0.0,0.0,0.0,0.0
-33.5163,203.557,-39.7696,0.0,0.0,0.0,0.0,0.0,0.0
-33.3915,200.986,-40.0277,0.0,0.0,0.0,0.0,0.0,0.0
-33.2463,198.407,-40.3183,0.0,0.0,0.0,0.0,0.0,0.0
-33.1157,195.83,-40.5888,0.0,0.0,0.0,0.0,0.0,0.0
-33.0051,193.257,-40.8241,0.0,0.0,0.0,0.0,0.0,0.0
-32.9168,190.688,-41.0251,0.0,0.0,0.0,0.0,0.0,0.0
-32.8738,188.13,-41.16,0.0,0.0,0.0,0.0,0.0,0.0
-32.895,185.59,-41.1936,0.0,0.0,0.0,0.0,0.0,0.0
-32.9811,183.067,-41.1325,0.0,0.0,0.0,0.0,0.0,0.0
-33.3069,206.575,-35.486,0.0,0.0,0.0,0.0,0.0,0.0
-32.9886,180.518,-41.1963,0.0,0.0,0.0,0.0,0.0,0.0
-33.3509,204.057,-35.4905,0.0,0.0,0.0,0.0,0.0,0.0
-31.7877,148.722,-48.4268,0.0,0.0,0.0,0.0,0.0,0.0
-32.7103,175.331,-41.7463,0.0,0.0,0.0,0.0,0.0,0.0
-32.6623,172.76,-41.8897,0.0,0.0,0.0,0.0,0.0,0.0
-32.6245,170.191,-42.0167,0.0,0.0,0.0,0.0,0.0,0.0
-32.5798,167.619,-42.1525,0.0,0.0,0.0,0.0,0.0,0.0
-32.5731,165.056,-42.2329,0.0,0.0,0.0,0.0,0.0,0.0
-32.5781,162.495,-42.2961,0.0,0.0,0.0,0.0,0.0,0.0
-32.4928,159.904,-42.4915,0.0,0.0,0.0,0.0,0.0,0.0
-33.0554,207.044,-31.3611,0.0,0.0,0.0,0.0,0.0,0.0
-32.0726,154.633,-43.2643,0.0,0.0,0.0,0.0,0.0,0.0
-33.0927,204.53,-31.3665,0.0,0.0,0.0,0.0,0.0,0.0
-32.852,178.531,-36.9189,0.0,0.0,0.0,0.0,0.0,0.0
-31.7523,149.384,-43.8896,0.0,0.0,0.0,0.0,0.0,0.0
-31.6011,146.759,-44.1883,0.0,0.0,0.0,0.0,0.0,0.0
-32.5615,173.346,-37.4902,0.0,0.0,0.0,0.0,0.0,0.0
-33.1553,196.966,-31.4762,0.0,0.0,0.0,0.0,0.0,0.0
-31.2755,141.492,-44.8164,0.0,0.0,0.0,0.0,0.0,0.0
-31.1093,138.853,-45.1415,0.0,0.0,0.0,0.0,0.0,0.0
-32.979,191.854,-31.8684,0.0,0.0,0.0,0.0,0.0,0.0
-32.5004,165.667,-37.7871,0.0,0.0,0.0,0.0,0.0,0.0
-30.7912,133.573,-45.7616,0.0,0.0,0.0,0.0,0.0,0.0
-32.5331,163.12,-37.8069,0.0,0.0,0.0,0.0,0.0,0.0
-30.4369,128.269,-46.44,0.0,0.0,0.0,0.0,0.0,0.0
-32.6858,184.163,-32.5069,0.0,0.0,0.0,0.0,0.0,0.0
-30.2469,125.608,-46.7951,0.0,0.0,0.0,0.0,0.0,0.0
-32.881,205.014,-27.193,0.0,0.0,0.0,0.0,0.0,0.0
-30.0757,122.951,-47.1245,0.0,0.0,0.0,0.0,0.0,0.0
-31.8491,152.653,-39.1063,0.0,0.0,0.0,0.0,0.0,0.0
-32.8812,202.494,-27.2531,0.0,0.0,0.0,0.0,0.0,0.0
-29.7735,117.643,-47.7219,0.0,0.0,0.0,0.0,0.0,0.0
-32.6706,176.536,-32.7318,0.0,0.0,0.0,0.0,0.0,0.0
-31.5575,147.421,-39.6808,0.0,0.0,0.0,0.0,0.0,0.0
-32.5601,173.959,-32.9625,0.0,0.0,0.0,0.0,0.0,0.0
-29.4505,112.316,-48.354,0.0,0.0,0.0,0.0,0.0,0.0
-32.4555,171.382,-33.1819,0.0,0.0,0.0,0.0,0.0,0.0
-29.2852,109.647,-48.6746,0.0,0.0,0.0,0.0,0.0,0.0
-32.3718,168.808,-33.375,0.0,0.0,0.0,0.0,0.0,0.0
-29.1175,106.974,-48.9961,0.0,0.0,0.0,0.0,0.0,0.0
-30.9248,136.906,-40.9101,0.0,0.0,0.0,0.0,0.0,0.0
-30.7667,134.272,-41.2146,0.0,0.0,0.0,0.0,0.0,0.0
-32.477,163.74,-33.3498,0.0,0.0,0.0,0.0,0.0,0.0
-32.8409,187.327,-27.7042,0.0,0.0,0.0,0.0,0.0,0.0
-32.387,161.159,-33.5519,0.0,0.0,0.0,0.0,0.0,0.0
-30.2082,126.32,-42.2612,0.0,0.0,0.0,0.0,0.0,0.0
-32.769,205.522,-22.8909,0.0,0.0,0.0,0.0,0.0,0.0
-31.9764,155.915,-34.3006,0.0,0.0,0.0,0.0,0.0,0.0
-32.716,202.993,-23.0288,0.0,0.0,0.0,0.0,0.0,0.0
-32.5923,179.654,-28.2711,0.0,0.0,0.0,0.0,0.0,0.0
-31.6636,150.693,-34.9026,0.0,0.0,0.0,0.0,0.0,0.0
-32.6977,200.471,-23.1147,0.0,0.0,0.0,0.0,0.0,0.0
-31.5178,148.081,-35.1876,0.0,0.0,0.0,0.0,0.0,0.0
-32.5055,174.553,-28.5299,0.0,0.0,0.0,0.0,0.0,0.0
-31.3377,145.455,-35.5252,0.0,0.0,0.0,0.0,0.0,0.0
-32.4546,171.998,-28.6694,0.0,0.0,0.0,0.0,0.0,0.0
-32.7499,195.447,-23.1706,0.0,0.0,0.0,0.0,0.0,0.0
-32.3332,169.419,-28.9151,0.0,0.0,0.0,0.0,0.0,0.0
-29.0559,107.72,-44.4807,0.0,0.0,0.0,0.0,0.0,0.0
-32.2413,166.846,-29.1172,0.0,0.0,0.0,0.0,0.0,0.0
-28.8967,105.054,-44.7906,0.0,0.0,0.0,0.0,0.0,0.0
